,screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
2074,fox5ny,2020-04-04T00:34:03Z,Store owners boarding up buildings across Manhattan https://t.co/1RVrOyT2bv,6,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1246234543897612288
2254,fox5ny,2020-03-31T16:32:04Z,13-year-old shot dead; Kenyan police enforcing coronavirus curfew blamed https://t.co/DkFaEmGlVI,6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245026083323478017
314,fox5ny,2020-05-12T22:25:07Z,Long Island fishing industry takes a hit during pandemic https://t.co/oJSazyan5l,6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260335222371082241
671,fox5ny,2020-05-05T14:15:09Z,5-year-old driver pulled over on Interstate https://t.co/NrcCuLuFAV,6,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1257675203490074626
2197,fox5ny,2020-04-01T18:29:06Z,"New York has 7,917 new coronavirus cases; 1,941 deaths reported https://t.co/uLZTS4px3a",6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245417924531191810
2967,fox5ny,2020-03-17T00:50:05Z,U.S. stocks plunge; White House sees recession risk https://t.co/16gCnBG250,6,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239715596830412800
1933,fox5ny,2020-04-07T23:11:18Z,"Together We'll Get Through This.
#nystrong https://t.co/kVn6QgFJBt",6,31,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1247663267763425282
1722,fox5ny,2020-04-11T18:42:06Z,New York City public schools to remain closed for rest of school year https://t.co/DQ0ZwvNINL,6,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249045073339219977
2334,fox5ny,2020-03-29T01:15:08Z,Trump backs away from possible quarantine order for New York and New Jersey https://t.co/nLwUGseSPK,6,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244070555696992257
1716,fox5ny,2020-04-11T22:42:04Z,"Pope: Easter gives hope in our 'darkest hour,' despite fear https://t.co/fbAhASoicD",6,21,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249105465163886594
28,fox5ny,2020-05-19T21:16:03Z,"Six feet may not be far enough to stop coronavirus transmission in windy weather, study suggests https://t.co/yFpr8WINyW",6,21,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1262854556700065793
3176,fox5ny,2020-03-12T23:42:03Z,Bergen County schools to close amid coronavirus crisis https://t.co/tmxRDu9XNV,6,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238248925267722240
2739,fox5ny,2020-03-20T02:12:03Z,"Sen. Richard Burr sold roughly $1.6M in stock before coronavirus crippled stock market, report finds https://t.co/8F7Im3TA22",6,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1240823388739903490
2026,fox5ny,2020-04-05T15:53:04Z,"Americans brace for 'hardest, saddest' week of their lives https://t.co/XkXC6bmOlE",6,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1246828208051425280
345,fox5ny,2020-05-12T13:42:05Z,Fauci warns of 'suffering and death' if US reopens too soon https://t.co/XIuMr4QqAG,6,18,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260203596064477185
1902,fox5ny,2020-04-08T19:20:02Z,"Today we remember and honor Chris Kyle on his birthday. Rest in Peace.
#hero #chriskyle https://t.co/3SfyBRuzFD",6,40,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1247967455458349060
2338,fox5ny,2020-03-28T22:06:04Z,Rhode Island door knocks in search of fleeing New Yorkers https://t.co/qiDY4hMawz,6,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244022972647706625
319,fox5ny,2020-05-12T21:10:06Z,Cuomo: Wear a mask to respect nurses who died to save us https://t.co/JhpnqVBejw,6,25,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260316342512750594
909,fox5ny,2020-04-30T02:15:02Z,"Is the Tri-State area close to reopening?
https://t.co/pbrzowavkB https://t.co/u1XMkR5xF0",6,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255682040810352641
1708,fox5ny,2020-04-12T15:48:05Z,RT @DanaArschin: 758 #covid19 deaths in NY State yesterday April 11 -@NYGovCuomo @fox5ny @jeffgesoff @ChrisSobel,6,0,,DanaArschin,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249363667566673921
2185,fox5ny,2020-04-01T21:35:05Z,Former NYPD Commissioner O'Neill to serve as coronavirus adviser https://t.co/Ov1ihyQGBG,6,22,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245464727351853057
518,fox5ny,2020-05-08T03:05:09Z,De Blasio may limit the number of people allowed into NYC parks https://t.co/rxXWmoSPfb,6,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1258593753532686339
2122,fox5ny,2020-04-03T00:46:03Z,"Judge lets rapper Tekashi 6ix9ine go home, citing COVID-19 https://t.co/1hCrnCry34",6,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245875173619896321
1657,fox5ny,2020-04-13T21:34:56Z,"It's become a 7pm ritual in New York City, thanking the frontline workers battling the coronavirus pandemic. Let them hear our gratitude.
https://t.co/pXQMRQ7bGT
#respect #appreciation #gratitude https://t.co/726ayhnS0h",6,24,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249813345932398592
320,fox5ny,2020-05-12T20:54:07Z,Cuomo: Wearing mask respects nurses who died to save us https://t.co/opSpJJJo5T,5,28,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260312320812683265
1790,fox5ny,2020-04-10T16:09:04Z,Traveling salesperson called virus 'super spreader' https://t.co/oXt3kfGqYv,5,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248644175618355202
2521,fox5ny,2020-03-25T13:47:04Z,"Karl-Anthony Towns says his mother has coronavirus, in coma https://t.co/gxl8sQu6eT",5,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242810233094901763
312,fox5ny,2020-05-12T22:45:02Z,"Joe Biden believes that President Trump has ""been incompetent, the way in which he's responded"" to the coronavirus pandemic. What do you think?
https://t.co/pbrzowavkB https://t.co/HPTYLb9IXA",5,19,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260340235088596994
2089,fox5ny,2020-04-03T20:30:10Z,New Jersey lowers flags to half-staff as COVID deaths rise https://t.co/bPfHzN4TdV,5,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1246173167565131776
936,fox5ny,2020-04-29T18:58:29Z,COVID-19 showing suburbs are just as vulnerable as cities https://t.co/S5gTaZLO6n,5,10,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255572179565137922
2520,fox5ny,2020-03-25T14:16:03Z,Elementary students recite Pledge of Allegiance on driveways amid coronavirus pandemic https://t.co/Ap6kyip1qH,5,16,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242817527903924226
2101,fox5ny,2020-04-03T17:20:06Z,Veteran coronavirus survivor celebrates his 104th birthday https://t.co/91nRNZvXEX,5,15,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1246125336506650624
2518,fox5ny,2020-03-25T15:50:05Z,Newt Gingrich trapped in quarantine in Italy https://t.co/RfbmIT5mMy,5,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242841192624250886
923,fox5ny,2020-04-29T22:34:05Z,"US COVID-19 deaths climb past 60,000, according to Johns Hopkins data https://t.co/UcikHOR1ZM",5,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255626434615414791
1477,fox5ny,2020-04-16T23:25:01Z,"Which would you prefer, working from home or working from the office?
https://t.co/pXQMRQ7bGT https://t.co/lm80qyWKFF",5,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1250928213355892736
2287,fox5ny,2020-03-30T18:26:03Z,#BREAKING NJ to allow dealerships to offer online sales of cars during coronavirus emergency.,5,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1244692381854818306
1776,fox5ny,2020-04-10T19:37:05Z,"Apple, Google to harness phones for virus infection tracking https://t.co/M9CIOgCqKF",5,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248696521618489347
1480,fox5ny,2020-04-16T22:25:02Z,"Thank you social workers for the many services you're providing during our battle against the coronavirus pandemic.
https://t.co/pbrzowavkB https://t.co/P12OwdLkgk",5,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1250913114717147138
2281,fox5ny,2020-03-30T22:34:03Z,"New York virus death toll rises above 1,200 https://t.co/4j6TO2gG7K",5,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244754793404469249
1777,fox5ny,2020-04-10T19:20:50Z,RT @NickGregoryFox5: As of 3 PM wind gusts reaching 35-45 MPH @Fox5NYWeather https://t.co/ZUt8SrhBTA,5,0,,NickGregoryFox5,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248692434734809090
2513,fox5ny,2020-03-25T18:02:04Z,Amazon employees test positive for coronavirus at 6 US warehouses https://t.co/VrxsK6ap2l,5,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242874403932733443
915,fox5ny,2020-04-30T00:45:03Z,"GOOD NEWS!
New Jersey Governor Murphy to sign an executive order to reopen New Jersey's state parks, and allow golf courses and county parks to reopen. A reminder social distancing is still mandated.
https://t.co/H2u3np9dnl https://t.co/1nKmP6YVIV",5,20,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255659393766522882
2501,fox5ny,2020-03-25T21:22:04Z,Smithsonian asking for digital volunteers to help transcribe historical documents https://t.co/zZg17QVY34,5,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242924737791131648
1988,fox5ny,2020-04-07T01:52:05Z,"USNS Comfort hospital ship to treat COVID-19 patients, Cuomo says https://t.co/DxMs12b6TS",5,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1247341342738599936
1251,fox5ny,2020-04-22T19:23:05Z,2 cats in NY state test positive for coronavirus https://t.co/4YyH1trWOH,5,15,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253041655638302720
2504,fox5ny,2020-03-25T20:32:04Z,‘Listen up dips***s’: Kentucky mayor posts rant for people not taking COVID-19 pandemic seriously https://t.co/awsfe7eM9x,5,25,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242912152752721925
3120,fox5ny,2020-03-13T18:21:03Z,JetBlue passenger with coronavirus banned from airline https://t.co/r2NKF1gMXS,5,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238530528548212736
1586,fox5ny,2020-04-15T12:09:04Z,Millions to receive stimulus money on Wednesday https://t.co/76Rzf0SiWi,5,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1250395714330529793
2963,fox5ny,2020-03-17T04:12:04Z,Coronavirus concerns sends shoppers to gun shops https://t.co/BEbEVh99dS,5,11,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239766424987582466
2511,fox5ny,2020-03-25T18:35:04Z,Protective barriers being installed at supermarket registers https://t.co/o4nTkfCy5R,5,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242882711863377922
2958,fox5ny,2020-03-17T05:35:06Z,LIST: These stores and restaurants are adjusting hours during the coronavirus pandemic https://t.co/0zRO32JAfq,5,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239787321827999744
1199,fox5ny,2020-04-23T14:00:08Z,More animals test positive at Bronx Zoo https://t.co/oz3XiAEIwk,5,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253322769984393217
2144,fox5ny,2020-04-02T14:19:04Z,One Republic's Ryan Tedder to perform live from home https://t.co/v9sincNG4M,5,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245717389091778562
2343,fox5ny,2020-03-28T18:32:03Z,"Virus infections top 600,000 globally with long fight ahead https://t.co/YV47EMHUtR",5,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243969116282785794
1158,fox5ny,2020-04-24T02:17:03Z,Doctors struggle to stay true to science but not cross Trump https://t.co/MrJDRWViYb,5,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253508222306189312
2399,fox5ny,2020-03-27T16:47:04Z,"Death toll rises to 519 in New York State | 44,635 cases https://t.co/lXIVkO8gfW",5,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243580307384737793
208,fox5ny,2020-05-14T21:57:05Z,Virus whistleblower tells lawmakers US lacks vaccine plan https://t.co/EUefWh8qCM,5,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261052942939013120
210,fox5ny,2020-05-14T21:24:04Z,McDonald's preparing to reopen dining rooms https://t.co/3Ha1Cn5aG9,5,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261044634307919879
2123,fox5ny,2020-04-03T00:29:05Z,White House considering direct payments to hospitals to cover COVID-19 treatment for uninsured https://t.co/uUKciS2dXo,5,9,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245870905583996931
212,fox5ny,2020-05-14T20:50:07Z,Drunk man claiming to have COVID coughs in cop's face https://t.co/Y401eT9EHw,5,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261036090753904640
145,fox5ny,2020-05-16T04:00:13Z,JC Penney staves off bankruptcy https://t.co/hqKuwiW7ed,5,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261506717659127808
1169,fox5ny,2020-04-23T23:14:05Z,"Adding an extra layer of nylon pantyhose to a DIY face mask improves protection, researchers say https://t.co/lXqjc1XytM",5,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1253462173604552705
140,fox5ny,2020-05-16T11:11:02Z,"Let the countdown begin! 7 days until the beaches are open. No more than 50% capacity, monitored at entry areas and parking lots. Includes state beaches and lake shores.
https://t.co/AvCz90Wmzk https://t.co/WtkFUSlWhq",5,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261615136084803586
2415,fox5ny,2020-03-27T11:39:04Z,British PM Boris Johnson tests positive for coronavirus https://t.co/hG2QEvy4LR,5,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243502795837321220
